complaint_id,complaint_text,fault_name,obd_code,fault_category
C1464,Lately my vehicle has abs light and tone ring broken every time I drive.,ABS Wheel Speed Sensor Fault,P0500,ABS and Traction Control
C1465,There is an issue with abs light and abs module,ABS Wheel Speed Sensor Fault,P0500,ABS and Traction Control
C1466,I am worried about abs light and pulsating brake pedal abs after it rains.,ABS Wheel Speed Sensor Fault,P0500,ABS and Traction Control
C1467,Seems like abs light and loss of traction during long trips.,ABS Wheel Speed Sensor Fault,P0500,ABS and Traction Control
C1468,Hearing some noises regarding abs light and abs engaged at low speeds.,ABS Wheel Speed Sensor Fault,P0500,ABS and Traction Control
C1469,Just started noticing abs light and speedometer erratic when braking.,ABS Wheel Speed Sensor Fault,P0500,ABS and Traction Control
C1470,Driving feels bad due to wheel speed sensor and abs light when accelerating.,ABS Wheel Speed Sensor Fault,P0500,ABS and Traction Control
C1471,Can someone check the wheel speed sensor and traction control warning in cold weather.,ABS Wheel Speed Sensor Fault,P0500,ABS and Traction Control
C1472,I have a problem with wheel speed sensor and anti-lock braking system while driving.,ABS Wheel Speed Sensor Fault,P0500,ABS and Traction Control
C1473,My car has wheel speed sensor and skidding abs when I start the car.,ABS Wheel Speed Sensor Fault,P0500,ABS and Traction Control
C1474,Experiencing wheel speed sensor and slip indicator on the highway.,ABS Wheel Speed Sensor Fault,P0500,ABS and Traction Control
C1475,Noticed that wheel speed sensor and stability control in the morning.,ABS Wheel Speed Sensor Fault,P0500,ABS and Traction Control
C1476,The mechanic said wheel speed sensor and yaw sensor recently.,ABS Wheel Speed Sensor Fault,P0500,ABS and Traction Control
C1477,Dashboard shows wheel speed sensor and tone ring broken and it is getting worse.,ABS Wheel Speed Sensor Fault,P0500,ABS and Traction Control
C1478,Warning light for wheel speed sensor and abs module which is dangerous.,ABS Wheel Speed Sensor Fault,P0500,ABS and Traction Control
C1479,Lately my vehicle has wheel speed sensor and pulsating brake pedal abs every time I drive.,ABS Wheel Speed Sensor Fault,P0500,ABS and Traction Control
C1480,There is an issue with wheel speed sensor and loss of traction,ABS Wheel Speed Sensor Fault,P0500,ABS and Traction Control
C1481,I am worried about wheel speed sensor and abs engaged after it rains.,ABS Wheel Speed Sensor Fault,P0500,ABS and Traction Control
C1482,Seems like wheel speed sensor and speedometer erratic during long trips.,ABS Wheel Speed Sensor Fault,P0500,ABS and Traction Control
C1483,Hearing some noises regarding traction control warning and abs light at low speeds.,ABS Wheel Speed Sensor Fault,P0500,ABS and Traction Control
C1484,Just started noticing traction control warning and wheel speed sensor when braking.,ABS Wheel Speed Sensor Fault,P0500,ABS and Traction Control
C1485,Driving feels bad due to traction control warning and anti-lock braking system when accelerating.,ABS Wheel Speed Sensor Fault,P0500,ABS and Traction Control
C1486,Can someone check the traction control warning and skidding abs in cold weather.,ABS Wheel Speed Sensor Fault,P0500,ABS and Traction Control
C1487,I have a problem with traction control warning and slip indicator while driving.,ABS Wheel Speed Sensor Fault,P0500,ABS and Traction Control
C1488,My car has traction control warning and stability control when I start the car.,ABS Wheel Speed Sensor Fault,P0500,ABS and Traction Control
C1489,Experiencing traction control warning and yaw sensor on the highway.,ABS Wheel Speed Sensor Fault,P0500,ABS and Traction Control
C1490,Noticed that traction control warning and tone ring broken in the morning.,ABS Wheel Speed Sensor Fault,P0500,ABS and Traction Control
C1491,The mechanic said traction control warning and abs module recently.,ABS Wheel Speed Sensor Fault,P0500,ABS and Traction Control
C1492,Dashboard shows traction control warning and pulsating brake pedal abs and it is getting worse.,ABS Wheel Speed Sensor Fault,P0500,ABS and Traction Control
C1493,Warning light for traction control warning and loss of traction which is dangerous.,ABS Wheel Speed Sensor Fault,P0500,ABS and Traction Control
C1494,Lately my vehicle has traction control warning and abs engaged every time I drive.,ABS Wheel Speed Sensor Fault,P0500,ABS and Traction Control
C1495,There is an issue with traction control warning and speedometer erratic,ABS Wheel Speed Sensor Fault,P0500,ABS and Traction Control
C1496,I am worried about anti-lock braking system and abs light after it rains.,ABS Wheel Speed Sensor Fault,P0500,ABS and Traction Control
C1497,Seems like anti-lock braking system and wheel speed sensor during long trips.,ABS Wheel Speed Sensor Fault,P0500,ABS and Traction Control
C1498,Hearing some noises regarding anti-lock braking system and traction control warning at low speeds.,ABS Wheel Speed Sensor Fault,P0500,ABS and Traction Control
C1499,Just started noticing anti-lock braking system and skidding abs when braking.,ABS Wheel Speed Sensor Fault,P0500,ABS and Traction Control
C1500,Driving feels bad due to anti-lock braking system and slip indicator when accelerating.,ABS Wheel Speed Sensor Fault,P0500,ABS and Traction Control
C1501,Can someone check the anti-lock braking system and stability control in cold weather.,ABS Wheel Speed Sensor Fault,P0500,ABS and Traction Control
C1502,I have a problem with anti-lock braking system and yaw sensor while driving.,ABS Wheel Speed Sensor Fault,P0500,ABS and Traction Control
C1503,My car has anti-lock braking system and tone ring broken when I start the car.,ABS Wheel Speed Sensor Fault,P0500,ABS and Traction Control
C1504,Experiencing anti-lock braking system and abs module on the highway.,ABS Wheel Speed Sensor Fault,P0500,ABS and Traction Control
C1505,Noticed that anti-lock braking system and pulsating brake pedal abs in the morning.,ABS Wheel Speed Sensor Fault,P0500,ABS and Traction Control
C1506,The mechanic said anti-lock braking system and loss of traction recently.,ABS Wheel Speed Sensor Fault,P0500,ABS and Traction Control
C1507,Dashboard shows anti-lock braking system and abs engaged and it is getting worse.,ABS Wheel Speed Sensor Fault,P0500,ABS and Traction Control
C1508,Warning light for anti-lock braking system and speedometer erratic which is dangerous.,ABS Wheel Speed Sensor Fault,P0500,ABS and Traction Control
C1509,Lately my vehicle has skidding abs and abs light every time I drive.,ABS Wheel Speed Sensor Fault,P0500,ABS and Traction Control
C1510,There is an issue with skidding abs and wheel speed sensor,ABS Wheel Speed Sensor Fault,P0500,ABS and Traction Control
C1511,I am worried about skidding abs and traction control warning after it rains.,ABS Wheel Speed Sensor Fault,P0500,ABS and Traction Control
C1512,Seems like skidding abs and anti-lock braking system during long trips.,ABS Wheel Speed Sensor Fault,P0500,ABS and Traction Control
C1513,Hearing some noises regarding skidding abs and slip indicator at low speeds.,ABS Wheel Speed Sensor Fault,P0500,ABS and Traction Control
C1514,Just started noticing skidding abs and stability control when braking.,ABS Wheel Speed Sensor Fault,P0500,ABS and Traction Control
C1515,Driving feels bad due to skidding abs and yaw sensor when accelerating.,ABS Wheel Speed Sensor Fault,P0500,ABS and Traction Control
C1516,Can someone check the skidding abs and tone ring broken in cold weather.,ABS Wheel Speed Sensor Fault,P0500,ABS and Traction Control
C1517,I have a problem with skidding abs and abs module while driving.,ABS Wheel Speed Sensor Fault,P0500,ABS and Traction Control
C1518,My car has skidding abs and pulsating brake pedal abs when I start the car.,ABS Wheel Speed Sensor Fault,P0500,ABS and Traction Control
C1519,Experiencing skidding abs and loss of traction on the highway.,ABS Wheel Speed Sensor Fault,P0500,ABS and Traction Control
C1520,Noticed that skidding abs and abs engaged in the morning.,ABS Wheel Speed Sensor Fault,P0500,ABS and Traction Control
C1521,The mechanic said skidding abs and speedometer erratic recently.,ABS Wheel Speed Sensor Fault,P0500,ABS and Traction Control
C1522,Dashboard shows slip indicator and abs light and it is getting worse.,ABS Wheel Speed Sensor Fault,P0500,ABS and Traction Control
C1523,Warning light for slip indicator and wheel speed sensor which is dangerous.,ABS Wheel Speed Sensor Fault,P0500,ABS and Traction Control
C1524,Lately my vehicle has slip indicator and traction control warning every time I drive.,ABS Wheel Speed Sensor Fault,P0500,ABS and Traction Control
C1525,There is an issue with slip indicator and anti-lock braking system,ABS Wheel Speed Sensor Fault,P0500,ABS and Traction Control
C1526,I am worried about slip indicator and skidding abs after it rains.,ABS Wheel Speed Sensor Fault,P0500,ABS and Traction Control
C1527,Seems like slip indicator and stability control during long trips.,ABS Wheel Speed Sensor Fault,P0500,ABS and Traction Control
C1528,Hearing some noises regarding slip indicator and yaw sensor at low speeds.,ABS Wheel Speed Sensor Fault,P0500,ABS and Traction Control
C1529,Just started noticing slip indicator and tone ring broken when braking.,ABS Wheel Speed Sensor Fault,P0500,ABS and Traction Control
C1530,Driving feels bad due to slip indicator and abs module when accelerating.,ABS Wheel Speed Sensor Fault,P0500,ABS and Traction Control
C1531,Can someone check the slip indicator and pulsating brake pedal abs in cold weather.,ABS Wheel Speed Sensor Fault,P0500,ABS and Traction Control
C1532,I have a problem with slip indicator and loss of traction while driving.,ABS Wheel Speed Sensor Fault,P0500,ABS and Traction Control
C1533,My car has slip indicator and abs engaged when I start the car.,ABS Wheel Speed Sensor Fault,P0500,ABS and Traction Control
C1534,Experiencing slip indicator and speedometer erratic on the highway.,ABS Wheel Speed Sensor Fault,P0500,ABS and Traction Control
C1535,Noticed that stability control and abs light in the morning.,ABS Wheel Speed Sensor Fault,P0500,ABS and Traction Control
C1536,The mechanic said stability control and wheel speed sensor recently.,ABS Wheel Speed Sensor Fault,P0500,ABS and Traction Control
C1537,Dashboard shows stability control and traction control warning and it is getting worse.,ABS Wheel Speed Sensor Fault,P0500,ABS and Traction Control
C1538,Warning light for stability control and anti-lock braking system which is dangerous.,ABS Wheel Speed Sensor Fault,P0500,ABS and Traction Control
C1539,Lately my vehicle has stability control and skidding abs every time I drive.,ABS Wheel Speed Sensor Fault,P0500,ABS and Traction Control
C1540,There is an issue with stability control and slip indicator,ABS Wheel Speed Sensor Fault,P0500,ABS and Traction Control
C1541,I am worried about stability control and yaw sensor after it rains.,ABS Wheel Speed Sensor Fault,P0500,ABS and Traction Control
C1542,Seems like stability control and tone ring broken during long trips.,ABS Wheel Speed Sensor Fault,P0500,ABS and Traction Control
C1543,Hearing some noises regarding stability control and abs module at low speeds.,ABS Wheel Speed Sensor Fault,P0500,ABS and Traction Control
C1544,Just started noticing stability control and pulsating brake pedal abs when braking.,ABS Wheel Speed Sensor Fault,P0500,ABS and Traction Control
C1545,Driving feels bad due to stability control and loss of traction when accelerating.,ABS Wheel Speed Sensor Fault,P0500,ABS and Traction Control
C1546,Can someone check the stability control and abs engaged in cold weather.,ABS Wheel Speed Sensor Fault,P0500,ABS and Traction Control
C1547,I have a problem with stability control and speedometer erratic while driving.,ABS Wheel Speed Sensor Fault,P0500,ABS and Traction Control
C1548,My car has yaw sensor and abs light when I start the car.,ABS Wheel Speed Sensor Fault,P0500,ABS and Traction Control
C1549,Experiencing yaw sensor and wheel speed sensor on the highway.,ABS Wheel Speed Sensor Fault,P0500,ABS and Traction Control
C1550,Noticed that yaw sensor and traction control warning in the morning.,ABS Wheel Speed Sensor Fault,P0500,ABS and Traction Control
C1551,The mechanic said yaw sensor and anti-lock braking system recently.,ABS Wheel Speed Sensor Fault,P0500,ABS and Traction Control
C1552,Dashboard shows yaw sensor and skidding abs and it is getting worse.,ABS Wheel Speed Sensor Fault,P0500,ABS and Traction Control
C1553,Warning light for yaw sensor and slip indicator which is dangerous.,ABS Wheel Speed Sensor Fault,P0500,ABS and Traction Control
C1554,Lately my vehicle has yaw sensor and stability control every time I drive.,ABS Wheel Speed Sensor Fault,P0500,ABS and Traction Control
C1555,There is an issue with yaw sensor and tone ring broken,ABS Wheel Speed Sensor Fault,P0500,ABS and Traction Control
C1556,I am worried about yaw sensor and abs module after it rains.,ABS Wheel Speed Sensor Fault,P0500,ABS and Traction Control
C1557,Seems like yaw sensor and pulsating brake pedal abs during long trips.,ABS Wheel Speed Sensor Fault,P0500,ABS and Traction Control
C1558,Hearing some noises regarding yaw sensor and loss of traction at low speeds.,ABS Wheel Speed Sensor Fault,P0500,ABS and Traction Control
C1559,Just started noticing yaw sensor and abs engaged when braking.,ABS Wheel Speed Sensor Fault,P0500,ABS and Traction Control
C1560,Driving feels bad due to yaw sensor and speedometer erratic when accelerating.,ABS Wheel Speed Sensor Fault,P0500,ABS and Traction Control
C1561,Can someone check the tone ring broken and abs light in cold weather.,ABS Wheel Speed Sensor Fault,P0500,ABS and Traction Control
C1562,I have a problem with tone ring broken and wheel speed sensor while driving.,ABS Wheel Speed Sensor Fault,P0500,ABS and Traction Control
C1563,My car has tone ring broken and traction control warning when I start the car.,ABS Wheel Speed Sensor Fault,P0500,ABS and Traction Control
C1564,Experiencing tone ring broken and anti-lock braking system on the highway.,ABS Wheel Speed Sensor Fault,P0500,ABS and Traction Control
C1565,Noticed that tone ring broken and skidding abs in the morning.,ABS Wheel Speed Sensor Fault,P0500,ABS and Traction Control
C1566,The mechanic said tone ring broken and slip indicator recently.,ABS Wheel Speed Sensor Fault,P0500,ABS and Traction Control
C1567,Dashboard shows tone ring broken and stability control and it is getting worse.,ABS Wheel Speed Sensor Fault,P0500,ABS and Traction Control
C1568,Warning light for tone ring broken and yaw sensor which is dangerous.,ABS Wheel Speed Sensor Fault,P0500,ABS and Traction Control
C1569,Lately my vehicle has tone ring broken and abs module every time I drive.,ABS Wheel Speed Sensor Fault,P0500,ABS and Traction Control
C1570,There is an issue with tone ring broken and pulsating brake pedal abs,ABS Wheel Speed Sensor Fault,P0500,ABS and Traction Control
C1571,I am worried about tone ring broken and loss of traction after it rains.,ABS Wheel Speed Sensor Fault,P0500,ABS and Traction Control
C1572,Seems like tone ring broken and abs engaged during long trips.,ABS Wheel Speed Sensor Fault,P0500,ABS and Traction Control
C1573,Hearing some noises regarding tone ring broken and speedometer erratic at low speeds.,ABS Wheel Speed Sensor Fault,P0500,ABS and Traction Control
C1574,Just started noticing abs module and abs light when braking.,ABS Wheel Speed Sensor Fault,P0500,ABS and Traction Control
C1575,Driving feels bad due to abs module and wheel speed sensor when accelerating.,ABS Wheel Speed Sensor Fault,P0500,ABS and Traction Control
C1576,Can someone check the abs module and traction control warning in cold weather.,ABS Wheel Speed Sensor Fault,P0500,ABS and Traction Control
C1577,I have a problem with abs module and anti-lock braking system while driving.,ABS Wheel Speed Sensor Fault,P0500,ABS and Traction Control
C1578,My car has abs module and skidding abs when I start the car.,ABS Wheel Speed Sensor Fault,P0500,ABS and Traction Control
C1579,Experiencing abs module and slip indicator on the highway.,ABS Wheel Speed Sensor Fault,P0500,ABS and Traction Control
C1580,Noticed that abs module and stability control in the morning.,ABS Wheel Speed Sensor Fault,P0500,ABS and Traction Control
C1581,The mechanic said abs module and yaw sensor recently.,ABS Wheel Speed Sensor Fault,P0500,ABS and Traction Control
C1582,Dashboard shows abs module and tone ring broken and it is getting worse.,ABS Wheel Speed Sensor Fault,P0500,ABS and Traction Control
C1583,Warning light for abs module and pulsating brake pedal abs which is dangerous.,ABS Wheel Speed Sensor Fault,P0500,ABS and Traction Control
C1584,Lately my vehicle has abs module and loss of traction every time I drive.,ABS Wheel Speed Sensor Fault,P0500,ABS and Traction Control
C1585,There is an issue with abs module and abs engaged,ABS Wheel Speed Sensor Fault,P0500,ABS and Traction Control
C1586,I am worried about abs module and speedometer erratic after it rains.,ABS Wheel Speed Sensor Fault,P0500,ABS and Traction Control
C1587,Seems like pulsating brake pedal abs and abs light during long trips.,ABS Wheel Speed Sensor Fault,P0500,ABS and Traction Control
C1588,Hearing some noises regarding pulsating brake pedal abs and wheel speed sensor at low speeds.,ABS Wheel Speed Sensor Fault,P0500,ABS and Traction Control
C1589,Just started noticing pulsating brake pedal abs and traction control warning when braking.,ABS Wheel Speed Sensor Fault,P0500,ABS and Traction Control
C1590,Driving feels bad due to pulsating brake pedal abs and anti-lock braking system when accelerating.,ABS Wheel Speed Sensor Fault,P0500,ABS and Traction Control
C1591,Can someone check the pulsating brake pedal abs and skidding abs in cold weather.,ABS Wheel Speed Sensor Fault,P0500,ABS and Traction Control
C1592,I have a problem with pulsating brake pedal abs and slip indicator while driving.,ABS Wheel Speed Sensor Fault,P0500,ABS and Traction Control
C1593,My car has pulsating brake pedal abs and stability control when I start the car.,ABS Wheel Speed Sensor Fault,P0500,ABS and Traction Control
C1594,Experiencing pulsating brake pedal abs and yaw sensor on the highway.,ABS Wheel Speed Sensor Fault,P0500,ABS and Traction Control
C1595,Noticed that pulsating brake pedal abs and tone ring broken in the morning.,ABS Wheel Speed Sensor Fault,P0500,ABS and Traction Control
C1596,The mechanic said pulsating brake pedal abs and abs module recently.,ABS Wheel Speed Sensor Fault,P0500,ABS and Traction Control
C1597,Dashboard shows pulsating brake pedal abs and loss of traction and it is getting worse.,ABS Wheel Speed Sensor Fault,P0500,ABS and Traction Control
C1598,Warning light for pulsating brake pedal abs and abs engaged which is dangerous.,ABS Wheel Speed Sensor Fault,P0500,ABS and Traction Control
C1599,Lately my vehicle has pulsating brake pedal abs and speedometer erratic every time I drive.,ABS Wheel Speed Sensor Fault,P0500,ABS and Traction Control
C1600,There is an issue with loss of traction and abs light,ABS Wheel Speed Sensor Fault,P0500,ABS and Traction Control
C1601,I am worried about loss of traction and wheel speed sensor after it rains.,ABS Wheel Speed Sensor Fault,P0500,ABS and Traction Control
C1602,Seems like loss of traction and traction control warning during long trips.,ABS Wheel Speed Sensor Fault,P0500,ABS and Traction Control
C1603,Hearing some noises regarding loss of traction and anti-lock braking system at low speeds.,ABS Wheel Speed Sensor Fault,P0500,ABS and Traction Control
C1604,Just started noticing loss of traction and skidding abs when braking.,ABS Wheel Speed Sensor Fault,P0500,ABS and Traction Control
C1605,Driving feels bad due to loss of traction and slip indicator when accelerating.,ABS Wheel Speed Sensor Fault,P0500,ABS and Traction Control
C1606,Can someone check the loss of traction and stability control in cold weather.,ABS Wheel Speed Sensor Fault,P0500,ABS and Traction Control
C1607,I have a problem with loss of traction and yaw sensor while driving.,ABS Wheel Speed Sensor Fault,P0500,ABS and Traction Control
C1608,My car has loss of traction and tone ring broken when I start the car.,ABS Wheel Speed Sensor Fault,P0500,ABS and Traction Control
C1609,Experiencing loss of traction and abs module on the highway.,ABS Wheel Speed Sensor Fault,P0500,ABS and Traction Control
C1610,Noticed that loss of traction and pulsating brake pedal abs in the morning.,ABS Wheel Speed Sensor Fault,P0500,ABS and Traction Control
C1611,The mechanic said loss of traction and abs engaged recently.,ABS Wheel Speed Sensor Fault,P0500,ABS and Traction Control
C1612,Dashboard shows loss of traction and speedometer erratic and it is getting worse.,ABS Wheel Speed Sensor Fault,P0500,ABS and Traction Control
C1613,Warning light for abs engaged and abs light which is dangerous.,ABS Wheel Speed Sensor Fault,P0500,ABS and Traction Control
C1614,Lately my vehicle has abs engaged and wheel speed sensor every time I drive.,ABS Wheel Speed Sensor Fault,P0500,ABS and Traction Control
C1615,There is an issue with abs engaged and traction control warning,ABS Wheel Speed Sensor Fault,P0500,ABS and Traction Control
C1616,I am worried about abs engaged and anti-lock braking system after it rains.,ABS Wheel Speed Sensor Fault,P0500,ABS and Traction Control
C1617,Seems like abs engaged and skidding abs during long trips.,ABS Wheel Speed Sensor Fault,P0500,ABS and Traction Control
C1618,Hearing some noises regarding abs engaged and slip indicator at low speeds.,ABS Wheel Speed Sensor Fault,P0500,ABS and Traction Control
C1619,Just started noticing abs engaged and stability control when braking.,ABS Wheel Speed Sensor Fault,P0500,ABS and Traction Control
C1620,Driving feels bad due to abs engaged and yaw sensor when accelerating.,ABS Wheel Speed Sensor Fault,P0500,ABS and Traction Control
C1621,Can someone check the abs engaged and tone ring broken in cold weather.,ABS Wheel Speed Sensor Fault,P0500,ABS and Traction Control
C1622,I have a problem with abs engaged and abs module while driving.,ABS Wheel Speed Sensor Fault,P0500,ABS and Traction Control
C1623,My car has abs engaged and pulsating brake pedal abs when I start the car.,ABS Wheel Speed Sensor Fault,P0500,ABS and Traction Control
C1624,Experiencing abs engaged and loss of traction on the highway.,ABS Wheel Speed Sensor Fault,P0500,ABS and Traction Control
C1625,Noticed that abs engaged and speedometer erratic in the morning.,ABS Wheel Speed Sensor Fault,P0500,ABS and Traction Control
C1626,The mechanic said speedometer erratic and abs light recently.,ABS Wheel Speed Sensor Fault,P0500,ABS and Traction Control
C1627,Dashboard shows speedometer erratic and wheel speed sensor and it is getting worse.,ABS Wheel Speed Sensor Fault,P0500,ABS and Traction Control
C1628,Warning light for speedometer erratic and traction control warning which is dangerous.,ABS Wheel Speed Sensor Fault,P0500,ABS and Traction Control
C1629,Lately my vehicle has speedometer erratic and anti-lock braking system every time I drive.,ABS Wheel Speed Sensor Fault,P0500,ABS and Traction Control
C1630,There is an issue with speedometer erratic and skidding abs,ABS Wheel Speed Sensor Fault,P0500,ABS and Traction Control
C1631,I am worried about speedometer erratic and slip indicator after it rains.,ABS Wheel Speed Sensor Fault,P0500,ABS and Traction Control
C1632,Seems like speedometer erratic and stability control during long trips.,ABS Wheel Speed Sensor Fault,P0500,ABS and Traction Control
C1633,Hearing some noises regarding speedometer erratic and yaw sensor at low speeds.,ABS Wheel Speed Sensor Fault,P0500,ABS and Traction Control
C1634,Just started noticing speedometer erratic and tone ring broken when braking.,ABS Wheel Speed Sensor Fault,P0500,ABS and Traction Control
C1635,Driving feels bad due to speedometer erratic and abs module when accelerating.,ABS Wheel Speed Sensor Fault,P0500,ABS and Traction Control
C1636,Can someone check the speedometer erratic and pulsating brake pedal abs in cold weather.,ABS Wheel Speed Sensor Fault,P0500,ABS and Traction Control
C1637,I have a problem with speedometer erratic and loss of traction while driving.,ABS Wheel Speed Sensor Fault,P0500,ABS and Traction Control
C1638,My car has speedometer erratic and abs engaged when I start the car.,ABS Wheel Speed Sensor Fault,P0500,ABS and Traction Control
C1639,I have a problem with steering and suspension while driving.,Steering and Suspension Fault,P0563,Steering and Suspension
C1640,My car has steering and strut when I start the car.,Steering and Suspension Fault,P0563,Steering and Suspension
C1641,Experiencing steering and shock on the highway.,Steering and Suspension Fault,P0563,Steering and Suspension
C1642,Noticed that steering and tie rod in the morning.,Steering and Suspension Fault,P0563,Steering and Suspension
C1643,The mechanic said steering and pull recently.,Steering and Suspension Fault,P0563,Steering and Suspension
C1644,Dashboard shows steering and wander and it is getting worse.,Steering and Suspension Fault,P0563,Steering and Suspension
C1645,Warning light for steering and clunk which is dangerous.,Steering and Suspension Fault,P0563,Steering and Suspension
C1646,Lately my vehicle has steering and alignment every time I drive.,Steering and Suspension Fault,P0563,Steering and Suspension
C1647,There is an issue with steering and power steering,Steering and Suspension Fault,P0563,Steering and Suspension
C1648,I am worried about steering and wheel bearing after it rains.,Steering and Suspension Fault,P0563,Steering and Suspension
C1649,Seems like steering and sway bar during long trips.,Steering and Suspension Fault,P0563,Steering and Suspension
C1650,Hearing some noises regarding steering and bouncy ride at low speeds.,Steering and Suspension Fault,P0563,Steering and Suspension
C1651,Just started noticing steering and heavy steering when braking.,Steering and Suspension Fault,P0563,Steering and Suspension
C1652,Driving feels bad due to suspension and steering when accelerating.,Steering and Suspension Fault,P0563,Steering and Suspension
C1653,Can someone check the suspension and strut in cold weather.,Steering and Suspension Fault,P0563,Steering and Suspension
C1654,I have a problem with suspension and shock while driving.,Steering and Suspension Fault,P0563,Steering and Suspension
C1655,My car has suspension and tie rod when I start the car.,Steering and Suspension Fault,P0563,Steering and Suspension
C1656,Experiencing suspension and pull on the highway.,Steering and Suspension Fault,P0563,Steering and Suspension
C1657,Noticed that suspension and wander in the morning.,Steering and Suspension Fault,P0563,Steering and Suspension
C1658,The mechanic said suspension and clunk recently.,Steering and Suspension Fault,P0563,Steering and Suspension
C1659,Dashboard shows suspension and alignment and it is getting worse.,Steering and Suspension Fault,P0563,Steering and Suspension
C1660,Warning light for suspension and power steering which is dangerous.,Steering and Suspension Fault,P0563,Steering and Suspension
C1661,Lately my vehicle has suspension and wheel bearing every time I drive.,Steering and Suspension Fault,P0563,Steering and Suspension
C1662,There is an issue with suspension and sway bar,Steering and Suspension Fault,P0563,Steering and Suspension
C1663,I am worried about suspension and bouncy ride after it rains.,Steering and Suspension Fault,P0563,Steering and Suspension
C1664,Seems like suspension and heavy steering during long trips.,Steering and Suspension Fault,P0563,Steering and Suspension
C1665,Hearing some noises regarding strut and steering at low speeds.,Steering and Suspension Fault,P0563,Steering and Suspension
C1666,Just started noticing strut and suspension when braking.,Steering and Suspension Fault,P0563,Steering and Suspension
C1667,Driving feels bad due to strut and shock when accelerating.,Steering and Suspension Fault,P0563,Steering and Suspension
C1668,Can someone check the strut and tie rod in cold weather.,Steering and Suspension Fault,P0563,Steering and Suspension
C1669,I have a problem with strut and pull while driving.,Steering and Suspension Fault,P0563,Steering and Suspension
C1670,My car has strut and wander when I start the car.,Steering and Suspension Fault,P0563,Steering and Suspension
C1671,Experiencing strut and clunk on the highway.,Steering and Suspension Fault,P0563,Steering and Suspension
C1672,Noticed that strut and alignment in the morning.,Steering and Suspension Fault,P0563,Steering and Suspension
C1673,The mechanic said strut and power steering recently.,Steering and Suspension Fault,P0563,Steering and Suspension
C1674,Dashboard shows strut and wheel bearing and it is getting worse.,Steering and Suspension Fault,P0563,Steering and Suspension
C1675,Warning light for strut and sway bar which is dangerous.,Steering and Suspension Fault,P0563,Steering and Suspension
C1676,Lately my vehicle has strut and bouncy ride every time I drive.,Steering and Suspension Fault,P0563,Steering and Suspension
C1677,There is an issue with strut and heavy steering,Steering and Suspension Fault,P0563,Steering and Suspension
C1678,I am worried about shock and steering after it rains.,Steering and Suspension Fault,P0563,Steering and Suspension
C1679,Seems like shock and suspension during long trips.,Steering and Suspension Fault,P0563,Steering and Suspension
C1680,Hearing some noises regarding shock and strut at low speeds.,Steering and Suspension Fault,P0563,Steering and Suspension
C1681,Just started noticing shock and tie rod when braking.,Steering and Suspension Fault,P0563,Steering and Suspension
C1682,Driving feels bad due to shock and pull when accelerating.,Steering and Suspension Fault,P0563,Steering and Suspension
C1683,Can someone check the shock and wander in cold weather.,Steering and Suspension Fault,P0563,Steering and Suspension
C1684,I have a problem with shock and clunk while driving.,Steering and Suspension Fault,P0563,Steering and Suspension
C1685,My car has shock and alignment when I start the car.,Steering and Suspension Fault,P0563,Steering and Suspension
C1686,Experiencing shock and power steering on the highway.,Steering and Suspension Fault,P0563,Steering and Suspension
C1687,Noticed that shock and wheel bearing in the morning.,Steering and Suspension Fault,P0563,Steering and Suspension
C1688,The mechanic said shock and sway bar recently.,Steering and Suspension Fault,P0563,Steering and Suspension
C1689,Dashboard shows shock and bouncy ride and it is getting worse.,Steering and Suspension Fault,P0563,Steering and Suspension
C1690,Warning light for shock and heavy steering which is dangerous.,Steering and Suspension Fault,P0563,Steering and Suspension
C1691,Lately my vehicle has tie rod and steering every time I drive.,Steering and Suspension Fault,P0563,Steering and Suspension
C1692,There is an issue with tie rod and suspension,Steering and Suspension Fault,P0563,Steering and Suspension
C1693,I am worried about tie rod and strut after it rains.,Steering and Suspension Fault,P0563,Steering and Suspension
C1694,Seems like tie rod and shock during long trips.,Steering and Suspension Fault,P0563,Steering and Suspension
C1695,Hearing some noises regarding tie rod and pull at low speeds.,Steering and Suspension Fault,P0563,Steering and Suspension
C1696,Just started noticing tie rod and wander when braking.,Steering and Suspension Fault,P0563,Steering and Suspension
C1697,Driving feels bad due to tie rod and clunk when accelerating.,Steering and Suspension Fault,P0563,Steering and Suspension
C1698,Can someone check the tie rod and alignment in cold weather.,Steering and Suspension Fault,P0563,Steering and Suspension
C1699,I have a problem with tie rod and power steering while driving.,Steering and Suspension Fault,P0563,Steering and Suspension
C1700,My car has tie rod and wheel bearing when I start the car.,Steering and Suspension Fault,P0563,Steering and Suspension
C1701,Experiencing tie rod and sway bar on the highway.,Steering and Suspension Fault,P0563,Steering and Suspension
C1702,Noticed that tie rod and bouncy ride in the morning.,Steering and Suspension Fault,P0563,Steering and Suspension
C1703,The mechanic said tie rod and heavy steering recently.,Steering and Suspension Fault,P0563,Steering and Suspension
C1704,Dashboard shows pull and steering and it is getting worse.,Steering and Suspension Fault,P0563,Steering and Suspension
C1705,Warning light for pull and suspension which is dangerous.,Steering and Suspension Fault,P0563,Steering and Suspension
C1706,Lately my vehicle has pull and strut every time I drive.,Steering and Suspension Fault,P0563,Steering and Suspension
C1707,There is an issue with pull and shock,Steering and Suspension Fault,P0563,Steering and Suspension
